,חדרים,קומה,"מ""ר",מצב הנכס,קומות בבנין,מרפסות,חניות,סוג נכס,שכונה,עיר,תיווך,מיזוג,סורגים,מעלית,מטבח כשר,דוד שמש,גישה לנכים,"ממ""ד",משופצת,מחסן,מזגן תדיראן,ריהוט,גמיש,מחיר
179,10,קרקע,850,משופץ,,1,ללא,בית פרטי/קוטג', נווה איתמר, נתניה,,1,0,0,0,1,1,1,0,1,1,0,0,"7,980,000 ₪"
180,4,3,115,במצב שמור,6,1,1,דירה, צפון מזרח מרכז העיר, נתניה,,1,1,1,1,1,1,1,0,1,1,0,0,"1,970,000 ₪"
181,5,קרקע,147,חדש,2,2,1,,,,0,1,1,0,,1,1,1,1,0,1,0,0,"4,325,000 ₪"
182,4,קרקע,220,חדש,22,1,2,דירה, נוף הטיילת, נתניה,0,1,1,1,,1,1,1,1,1,1,1,1,"6,600,000 ₪"
183,5,7,125,במצב שמור,9,1,1,דירה, רמת אפרים, נתניה,1,1,1,1,,1,1,1,1,1,1,1,1,"2,300,000 ₪"
184,4,18,123,משופץ,20,1,2,דירה, נתניה, נתניה,0,1,0,1,,0,0,1,1,0,1,1,1,"3,050,000 ₪"
185,6,14,227,משופץ,18,1,3,דירה, עיר ימים, נתניה,1,1,0,1,,1,1,1,0,1,0,1,1,"11,690,000 ₪"
186,4.5,1,117,משופץ,9,1,1,דירה, רמת פולג, נתניה,0,1,1,1,,1,1,1,1,0,1,0,0,"2,790,000 ₪"
187,5,2,120,במצב שמור,8,1,1,דירה, מרכז העיר דרום, נתניה,0,1,1,1,,1,1,1,0,0,1,0,0,"2,550,000 ₪"
188,3,4,57,משופץ,4,,ללא,דירה, רמת ידין, נתניה,0,1,1,0,,1,0,0,1,0,1,0,0,"1,250,000 ₪"
189,4.5,11,110,משופץ,17,1,1,דירה, קרית נורדאו, נתניה,0,1,0,1,,0,0,0,0,0,1,0,0,"2,270,000 ₪"
190,4,1,120,חדש,9,1,1,דירה, גלי הים, נתניה,0,1,0,1,,0,1,1,1,0,0,0,0,"2,490,000 ₪"
191,6,2,151,חדש,20,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,0,1,1,0,0,"4,350,000 ₪"
192,5,6,134,משופץ,6,1,ללא,גג/פנטהאוז, משכנות זבולון, נתניה,1,1,0,1,,1,1,1,1,0,0,0,0,"2,895,000 ₪"
193,5,2,143,חדש,22,,2,דירה, נתניה, נתניה,0,1,0,1,,0,1,0,0,0,0,0,0,"5,280,000 ₪"
194,5,קרקע,345,חדש,,,1,בית פרטי/קוטג', רמת אפרים, נתניה,1,1,0,0,,0,1,1,0,0,0,0,0,"4,650,000 ₪"
195,4,4,109,חדש,10,1,2,דירה, אגמים, נתניה,0,1,1,1,,1,1,1,1,1,1,1,1,"2,700,000 ₪"
196,5,16,150,חדש,16,1,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"2,950,000 ₪"
197,5.5,8,177,במצב שמור,9,1,1,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,1,1,0,0,1,1,0,0,"2,900,000 ₪"
198,10,6,500,חדש,6,2,2,גג/פנטהאוז, מרכז העיר דרום, נתניה,0,1,1,1,,1,1,1,1,1,1,1,1,"7,800,000 ₪"
199,5,1,125,במצב שמור,6,1,2,דירה, קרית השרון, נתניה,0,1,1,1,,1,1,1,1,1,0,0,0,"2,590,000 ₪"
200,6,10,280,משופץ,13,2,3,גג/פנטהאוז, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"13,900,000 ₪"
201,5,4,125,משופץ,9,1,1,דירה, רמת פולג, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"3,250,000 ₪"
202,4,21,150,חדש,24,1,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,0,0,1,0,0,0,0,0,"6,000,000 ₪"
203,3.5,קרקע,100,דרוש שיפוץ,6,,ללא,דירה, מרכז העיר דרום, נתניה,,0,1,0,0,1,0,0,0,0,0,0,0,"1,800,000 ₪"
204,5,קרקע,250,משופץ,,1,1,בית פרטי/קוטג', נאות הרצל, נתניה,,1,1,0,1,1,1,1,1,1,1,0,0,"3,950,000 ₪"
205,4,3,95,משופץ,5,,1,דירה, צפון מערב מרכז העיר, נתניה,,0,0,0,0,0,0,1,0,0,0,1,1,"1,980,000 ₪"
206,4,6,119,במצב שמור,13,2,1,דירה, גלי הים, נתניה,,1,0,1,0,1,1,1,0,0,0,1,1,"3,200,000 ₪"
207,3,2,50,במצב שמור,3,,ללא,דירה, רמת חן ובן ציון, נתניה,,1,0,0,0,0,0,0,0,0,0,0,0,"1,900,000 ₪"
208,2.5,1,44,משופץ,4,1,ללא,דירה, נאות שקד, נתניה,,1,0,0,0,1,0,0,1,1,0,0,0,"1,420,000 ₪"
209,5,קרקע,304,במצב שמור,,3,ללא,בית פרטי/קוטג', רמת חן ובן ציון, נתניה,,1,0,0,1,1,1,1,0,0,0,0,0,"5,000,000 ₪"
210,5,1,120,במצב שמור,3,,1,דירה, נאות הרצל, נתניה,,1,1,1,0,1,0,1,0,1,0,0,0,לא צוין מחיר
211,3.5,3,60,במצב שמור,3,,ללא,דירה, נאות הרצל, נתניה,,1,0,0,0,1,0,0,0,0,0,0,0,לא צוין מחיר
212,3,1,96,משופץ,8,,1,דירה, מרכז העיר דרום, נתניה,,1,0,1,1,1,0,0,1,0,1,1,1,"1,850,000 ₪"
213,4,5,100,במצב שמור,8,1,1,דירה, קרית נורדאו, נתניה,,1,1,1,0,1,0,0,0,0,1,0,0,"1,900,000 ₪"
214,5,קרקע,138,במצב שמור,16,1,2,דירה, קרית השרון, נתניה,,1,1,0,0,0,0,1,0,1,1,0,0,"3,270,000 ₪"
215,2,2,65,במצב שמור,4,2,ללא,דירה, צפון מזרח מרכז העיר, נתניה,,1,0,0,0,0,0,0,0,0,0,0,0,"950,000 ₪"
216,6,4,130,משופץ,7,2,1,דופלקס, גלי הים, נתניה,,1,0,1,0,0,0,0,1,0,0,1,1,"2,800,000 ₪"
217,3,1,2,משופץ,8,,ללא,דירה, קרית נורדאו, נתניה,,1,0,1,0,1,1,0,1,0,0,0,0,לא צוין מחיר
218,4,8,120,במצב שמור,16,1,2,דירה, קרית השרון, נתניה,,1,0,1,0,0,1,1,0,1,0,0,0,"3,000,000 ₪"
219,5,5,135,במצב שמור,26,2,1,דירה, רמת חן ובן ציון, נתניה,,1,1,1,0,0,0,1,0,0,1,0,0,לא צוין מחיר
220,5,6,230,משופץ,6,1,2,גג/פנטהאוז, קרית השרון, נתניה,,1,1,1,0,1,0,1,1,1,1,0,0,"3,930,000 ₪"
221,5.5,4,126,משופץ,7,1,1,דירה ,,נתניה,1,1,0,1,,1,1,1,1,0,1,0,0,"2,830,000 ₪"
222,5,16,150,חדש,16,1,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"2,950,000 ₪"
223,5.5,8,177,במצב שמור,9,1,1,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,1,1,0,0,1,1,0,0,"2,900,000 ₪"
224,10,6,500,חדש,6,2,2,גג/פנטהאוז, מרכז העיר דרום, נתניה,0,1,1,1,,1,1,1,1,1,1,1,1,"7,800,000 ₪"
225,5,1,125,במצב שמור,6,1,2,דירה, קרית השרון, נתניה,0,1,1,1,,1,1,1,1,1,0,0,0,"2,590,000 ₪"
226,7,קרקע,200,במצב שמור,,,1,בית פרטי/קוטג', פרדס הגדוד, נתניה,0,1,1,0,,1,1,1,1,0,0,0,0,"5,050,000 ₪"
227,3,3,75,משופץ,4,,ללא,דירה, נתניה, נתניה,0,1,0,0,,1,0,0,1,0,1,0,0,"1,350,000 ₪"
228,5,18,170,חדש,20,1,2,גג/פנטהאוז, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,1,0,0,"6,350,000 ₪"
229,4,4,115,משופץ,9,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"2,300,000 ₪"
230,6,5,170,משופץ,5,2,1,גג/פנטהאוז, רמת חן ובן ציון, נתניה,0,1,0,1,,1,1,0,1,1,1,0,0,"2,590,000 ₪"
231,4,3,107,משופץ,7,,1,דירה, מרכז העיר דרום, נתניה,1,1,0,1,,1,1,0,1,1,1,1,1,"1,980,000 ₪"
232,5,11,156,משופץ,19,1,2,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,0,1,0,0,"3,850,000 ₪"
233,5.5,17,215,משופץ,18,2,2,גג/פנטהאוז, עיר ימים, נתניה,0,1,1,1,,1,1,1,1,1,0,0,0,"8,200,000 ₪"
234,6,10,280,משופץ,13,2,3,גג/פנטהאוז, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"13,900,000 ₪"
235,5,4,128,משופץ,8,1,2,דירה, אגמים, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"3,180,000 ₪"
236,3,6,110,משופץ,7,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,0,1,1,1,1,1,"1,690,000 ₪"
237,2.5,1,60,משופץ,4,,ללא,דירה, צפון מזרח מרכז העיר, נתניה,1,1,0,0,,1,0,0,1,0,1,0,0,"1,450,000 ₪"
238,4,7,138,דרוש שיפוץ,8,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,1,0,1,,1,1,1,0,0,0,0,0,"2,900,000 ₪"
239,5,5,145,חדש,22,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,1,1,1,1,1,1,1,1,"4,100,000 ₪"
240,6,10,280,,,,,גג/פנטהאוז, מרכז העיר דרום, נתניה,,,,,,,,,,,,,,"13,900,000 ₪"
241,4,2,113,משופץ,7,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,0,0,0,0,0,0,0,"1,850,000 ₪"
242,5,24,250,משופץ,25,1,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,1,0,0,"6,900,000 ₪"
243,6,4,235,משופץ,5,1,1,דופלקס, צפון מזרח מרכז העיר, נתניה,,1,0,1,0,0,0,1,0,0,0,0,0,"3,100,000 ₪"
244,5,1,347,במצב שמור,9,,2,דירת גן, כוכב הצפון, נתניה,,1,1,1,0,1,1,1,0,1,1,0,0,"3,990,000 ₪"
245,3,4,60,משופץ,4,1,ללא,דירה, צפון מערב מרכז העיר, נתניה,,1,0,0,0,1,0,0,1,0,0,0,0,"1,500,000 ₪"
246,8,29,370,חדש,29,2,3,גג/פנטהאוז, עיר ימים, נתניה,,1,0,1,0,1,1,1,1,1,0,0,0,"8,600,000 ₪"
247,6,10,564,חדש,10,3,2,גג/פנטהאוז, גלי הים, נתניה,,1,0,1,0,1,0,1,1,1,0,1,1,"11,200,000 ₪"
248,3,1,75,משופץ,3,1,ללא,דירה, מרכז העיר דרום, נתניה,,1,0,0,0,1,0,0,1,0,1,0,0,"2,300,000 ₪"
249,3.5,4,78,במצב שמור,4,,ללא,דירה, נאות גנים, נתניה,,0,0,0,0,1,0,0,0,0,0,0,0,"1,449,000 ₪"
250,4,7,120,משופץ,9,1,1,דירה, גלי הים, נתניה,,1,0,1,0,1,1,1,1,0,1,0,0,"2,800,000 ₪"
251,6,18,380,משופץ,18,,2,גג/פנטהאוז, צפון מערב מרכז העיר, נתניה,,1,0,1,0,1,0,1,0,1,0,1,1,"10,000,000 ₪"
252,3,3,102,משופץ,8,2,1,דירה, מרכז העיר דרום, נתניה,,1,0,1,0,1,1,1,1,0,0,0,0,לא צוין מחיר
253,3.5,קרקע,75,במצב שמור,4,,ללא,דירה, צפון מערב מרכז העיר, נתניה,,1,0,0,0,1,0,0,0,0,0,0,0,"1,750,000 ₪"
254,7.5,קרקע,330,משופץ,,,ללא,בית פרטי/קוטג', רמת פולג, נתניה,,0,0,0,0,0,0,0,1,0,0,0,0,"7,850,000 ₪"
255,4,5,91,במצב שמור,9,1,1,דירה, רמת חן ובן ציון, נתניה,,1,1,1,0,1,0,1,0,1,0,0,0,"2,100,000 ₪"
256,8,קרקע,330,במצב שמור,,1,1,בית פרטי/קוטג', נאות הרצל, נתניה,,1,0,0,0,1,0,1,0,1,0,0,0,"4,480,000 ₪"
257,7,1,200,במצב שמור,3,3,2,טריפלקס, פרדס הגדוד, נתניה,,1,0,0,0,1,1,1,0,0,1,0,0,"3,200,000 ₪"
258,4,2,95,משופץ,4,,1,דירה, פרדס הגדוד, נתניה,,1,0,1,1,1,0,0,1,1,0,1,1,"2,000,000 ₪"
259,5,8,133,חדש,19,1,2,דירה, נוף הטיילת, נתניה,,1,0,1,0,0,1,1,1,1,0,0,0,"4,500,000 ₪"
260,3.5,3,80,במצב שמור,4,,1,דירה, קרית נורדאו, נתניה,,0,1,0,0,1,0,0,0,1,0,0,0,"2,000,000 ₪"
261,6,קרקע,554,משופץ,,3,3,דו משפחתי ,,נתניה,1,1,0,0,,0,0,0,1,1,0,0,0,"8,490,000 ₪"
262,6,10,280,משופץ,13,2,3,גג/פנטהאוז, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"13,900,000 ₪"
263,5,4,128,משופץ,8,1,2,דירה, אגמים, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"3,180,000 ₪"
264,3,6,110,משופץ,7,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,1,0,1,1,1,1,1,"1,690,000 ₪"
265,2.5,1,60,משופץ,4,,ללא,דירה, צפון מזרח מרכז העיר, נתניה,1,1,0,0,,1,0,0,1,0,1,0,0,"1,450,000 ₪"
266,4,7,138,דרוש שיפוץ,8,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,1,0,1,,1,1,1,0,0,0,0,0,"2,900,000 ₪"
267,5,5,145,חדש,22,1,2,דירה, עיר ימים, נתניה,0,1,0,1,,1,1,1,1,1,1,1,1,"4,100,000 ₪"
268,4,1,125,משופץ,6,1,1,דירה, נתניה, נתניה,0,1,0,1,,0,0,0,1,0,0,1,1,"2,250,000 ₪"
269,8,קרקע,272,חדש,4,,2,דירת גן, רמת אפרים, נתניה,1,1,0,0,,1,0,1,1,0,0,1,1,"4,490,000 ₪"
270,5,8,310,משופץ,8,2,2,גג/פנטהאוז, קרית השרון, נתניה,0,1,0,1,,1,0,1,1,1,1,0,0,"4,950,000 ₪"
271,6,9,280,חדש מקבלן,9,3,3,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,1,1,1,1,1,1,1,1,"6,800,000 ₪"
272,4,17,128,חדש,24,1,2,דירה, עיר ימים, נתניה,1,1,1,1,,1,1,1,1,1,1,1,1,"4,850,000 ₪"
273,4.5,קרקע,550,משופץ,,1,ללא,דו משפחתי, נאות גנים, נתניה,0,1,1,0,,1,1,0,1,1,1,0,0,"3,980,000 ₪"
274,5.5,5,125,במצב שמור,7,1,1,דירה, גלי הים, נתניה,1,1,0,1,,1,1,1,0,0,0,0,0,"2,490,000 ₪"
275,3,4,75,משופץ,4,,ללא,דירה, נתניה, נתניה,1,1,0,0,,1,0,0,1,0,0,0,0,"1,390,000 ₪"
276,5,19,225,משופץ,21,1,2,גג/פנטהאוז, עיר ימים, נתניה,0,1,0,1,,0,1,0,1,1,0,0,0,"11,000,000 ₪"
277,5,32,151,חדש,37,2,2,גג/פנטהאוז, גלי הים, נתניה,0,1,1,1,,0,1,1,1,1,1,1,1,"6,400,000 ₪"
278,5,1,156,משופץ,12,1,2,דירה, גלי הים, נתניה,1,1,0,1,,1,1,1,1,0,1,0,0,"3,450,000 ₪"
279,8,קרקע,392,חדש,,2,2,בית פרטי/קוטג', נתניה, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"8,500,000 ₪"
280,4,1,84,משופץ,4,,ללא,דירה, נאות שקד, נתניה,0,1,1,0,,0,0,0,1,0,1,0,0,"1,450,000 ₪"
281,4,27,530,משופץ,27,3,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,1,1,1,"11,000,000 ₪"
282,5,11,133,חדש,18,1,2,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,1,1,1,"2,540,000 ₪"
283,5,3,200,משופץ,4,2,1,דירה, פרדס הגדוד, נתניה,,1,0,1,0,1,0,1,1,0,1,0,0,"2,700,000 ₪"
284,2.5,3,65,משופץ,4,1,1,דירה, צפון מערב מרכז העיר, נתניה,,1,0,0,0,0,0,0,0,0,0,0,0,"2,500,000 ₪"
285,2,1,48,במצב שמור,3,1,ללא,דירה, צפון מערב מרכז העיר, נתניה,,1,0,0,0,1,0,0,0,0,0,0,0,"1,100,000 ₪"
286,5,24,154,חדש,27,1,2,גג/פנטהאוז, נוף הטיילת, נתניה,,1,0,1,0,0,1,1,1,1,1,1,1,"4,690,000 ₪"
287,4,1,72,במצב שמור,2,,ללא,דירה, נאות הרצל, נתניה,,0,0,0,0,0,0,0,0,0,0,0,0,"1,500,000 ₪"
288,4,3,157,במצב שמור,4,2,2,דירה, אגמים, נתניה,,1,0,1,0,1,1,1,0,1,0,1,1,"3,350,000 ₪"
289,3,3,86,במצב שמור,3,3,1,דירה, מרכז העיר דרום, נתניה,,1,0,0,0,1,0,0,0,0,0,0,0,"1,650,000 ₪"
290,4,קרקע,140,משופץ,,,ללא,בית פרטי/קוטג', נאות שקד, נתניה,,1,1,0,0,1,0,0,1,0,1,0,0,"1,950,000 ₪"
291,5,12,160,חדש,28,1,2,דירה, אגמים, נתניה,,0,0,1,0,0,1,1,1,1,0,0,0,"4,040,000 ₪"
292,6,קרקע,240,משופץ,,2,1,בית פרטי/קוטג', רמת אפרים, נתניה,,1,1,0,1,1,0,1,1,1,0,1,1,"3,400,000 ₪"
293,5.5,5,180,משופץ,5,,ללא,גג/פנטהאוז, צפון מזרח מרכז העיר, נתניה,,1,1,1,0,1,0,0,1,0,0,0,0,"2,890,000 ₪"
294,4,2,85,משופץ,7,,ללא,דירה, נאות שקד, נתניה,,1,1,1,1,1,1,0,1,0,1,0,0,"1,800,000 ₪"
295,3,2,70,משופץ,4,,ללא,דירה, קרית נורדאו, נתניה,,1,1,0,0,1,0,0,1,0,0,0,0,"1,520,000 ₪"
296,4.5,5,180,במצב שמור,5,1,1,גג/פנטהאוז, נאות הרצל, נתניה,,1,0,1,1,0,0,1,0,1,0,0,0,"2,330,000 ₪"
297,3,1,100,במצב שמור,9,3,1,דירה, נוף הטיילת, נתניה,,1,1,1,1,1,1,1,0,1,1,1,1,"2,300,000 ₪"
298,5,32,151,חדש,37,1,2,גג/פנטהאוז, גלי הים, נתניה,,1,0,1,0,1,1,1,1,1,1,1,1,"6,400,000 ₪"
299,2.5,1,65,במצב שמור,3,,ללא,דירה, צפון מזרח מרכז העיר, נתניה,,1,0,0,0,0,0,0,0,0,0,0,0,"1,320,000 ₪"
300,2.5,1,55,משופץ,6,,1,מרתף/פרטר, מרכז העיר דרום, נתניה,,1,0,0,0,0,0,1,1,1,0,1,1,"1,100,000 ₪"
301,6.5,קרקע,336,משופץ,,1,2,בית פרטי/קוטג' ,,נתניה,1,1,0,0,,1,1,1,1,1,1,1,1,"6,000,000 ₪"
302,8,קרקע,392,חדש,,2,2,בית פרטי/קוטג', נתניה, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"8,500,000 ₪"
303,4,3,114,משופץ,15,1,1,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,1,1,1,"2,740,000 ₪"
304,5,5,135,חדש,14,1,2,דירה, נתניה, נתניה,0,0,0,1,,0,0,1,0,1,1,0,0,"4,650,000 ₪"
305,5,10,136,חדש מקבלן,29,1,2,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,0,0,0,0,0,"3,500,000 ₪"
306,4,16,152,חדש,16,2,2,גג/פנטהאוז, אגמים, נתניה,0,1,0,1,,1,1,1,1,1,1,0,0,"4,680,000 ₪"
307,4,3,110,במצב שמור,8,2,1,דירה, קרית השרון, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"2,580,000 ₪"
308,5,13,165,משופץ,14,2,2,גג/פנטהאוז, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,0,1,1,"4,600,000 ₪"
309,4,9,98,משופץ,9,1,1,דירה, רמת חן ובן ציון, נתניה,0,1,0,1,,1,1,1,1,0,1,1,1,"2,090,000 ₪"
310,5,קרקע,145,דרוש שיפוץ,,1,1,בית פרטי/קוטג', נאות הרצל, נתניה,0,1,0,0,,1,0,1,0,0,0,0,0,"2,290,000 ₪"
311,5,5,130,משופץ,6,1,2,דופלקס, קרית השרון, נתניה,1,1,0,1,,1,0,1,1,1,0,0,0,"2,990,000 ₪"
312,4,1,102,חדש מקבלן,6,1,1,דירה, צפון מזרח מרכז העיר, נתניה,0,0,0,1,,1,0,0,1,0,0,0,0,"2,230,000 ₪"
313,4,4,92,משופץ,8,,1,דירה, נתניה, נתניה,0,1,0,1,,1,1,0,1,0,1,0,0,"1,850,000 ₪"
314,4,2,93,משופץ,8,,1,דירה, נאות הרצל, נתניה,1,1,0,1,,1,0,0,0,0,0,0,0,"1,890,000 ₪"
315,7,קרקע,239,חדש מקבלן,,2,1,בית פרטי/קוטג', נתניה, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"5,200,000 ₪"
316,7,קרקע,420,במצב שמור,,2,3,בית פרטי/קוטג', צפון מזרח מרכז העיר, נתניה,1,1,1,0,,1,0,1,0,1,0,0,0,"5,200,000 ₪"
317,5,2,130,משופץ,8,1,2,דירה, קרית השרון, נתניה,1,1,0,1,,1,1,1,1,1,1,1,1,"3,090,000 ₪"
318,4,4,121,חדש מקבלן,31,1,1,דירה, כוכב הים, נתניה,0,1,0,0,,1,1,1,1,1,1,0,0,"3,410,000 ₪"
319,6,4,159,חדש,4,,2,גג/פנטהאוז, רמת חן ובן ציון, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"3,850,000 ₪"
320,5,3,135,במצב שמור,18,2,2,דירה, עיר ימים, נתניה,0,1,0,1,,0,1,1,0,1,0,0,0,"3,900,000 ₪"
321,5,2,120,במצב שמור,7,1,2,דירה, נתניה, נתניה,0,1,0,1,,1,0,1,0,0,0,0,0,"2,650,000 ₪"
322,3.5,1,94,חדש,19,1,1,דירה, נוף השרון, נתניה,0,1,0,1,,1,1,1,0,1,0,0,0,"2,340,000 ₪"
323,4,3,120,משופץ,7,1,1,דירה, מרכז העיר דרום, נתניה,,1,0,1,0,1,0,0,1,0,1,0,0,"2,200,000 ₪"
324,4,1,80,משופץ,8,,ללא,דירה, קרית נורדאו, נתניה,,1,1,1,0,1,1,0,1,0,1,1,1,"1,630,000 ₪"
325,5,6,136,חדש מקבלן,7,1,ללא,דירה, מרכז העיר דרום, נתניה,,0,0,1,1,1,0,1,0,0,0,0,0,"2,600,000 ₪"
326,8,קרקע,1500,במצב שמור,,3,3,בית פרטי/קוטג', עין התכלת, נתניה,,1,0,0,0,1,0,1,0,1,0,1,1,"20,000,000 ₪"
327,3,5,72,במצב שמור,5,,ללא,דירה, צפון מזרח מרכז העיר, נתניה,,1,0,1,0,0,0,0,0,0,0,0,0,"1,300,000 ₪"
328,7,קרקע,290,משופץ,,3,2,בית פרטי/קוטג', פרדס הגדוד, נתניה,,1,1,0,1,1,0,1,1,1,0,0,0,"3,450,000 ₪"
329,2.5,קרקע,550,במצב שמור,,1,2,דו משפחתי, נאות גנים, נתניה,,1,0,0,0,0,0,0,0,0,0,0,0,"4,200,000 ₪"
330,4,7,248,חדש מקבלן,7,1,1,גג/פנטהאוז, מרכז העיר דרום, נתניה,,0,0,1,0,1,1,1,0,0,0,0,0,"2,880,000 ₪"
331,5.5,8,197,חדש,8,3,2,טריפלקס, צפון מערב מרכז העיר, נתניה,,1,0,1,1,1,1,1,1,1,1,0,0,"6,500,000 ₪"
332,5,7,145,במצב שמור,7,,1,דירה, צפון מערב מרכז העיר, נתניה,,1,0,1,0,1,0,0,0,0,0,0,0,"2,350,000 ₪"
333,3,1,70,משופץ,3,,ללא,דירה, צפון מערב מרכז העיר, נתניה,,0,0,0,0,0,0,0,1,0,1,0,0,"1,950,000 ₪"
334,4,1,115,משופץ,3,1,1,דירה, משכנות זבולון, נתניה,,1,1,1,1,1,0,1,1,1,1,0,0,"2,300,000 ₪"
335,4,2,90,במצב שמור,3,,ללא,דירה, קרית רבין, נתניה,,1,0,0,0,1,0,1,0,0,0,0,0,"1,890,000 ₪"
336,4,15,154,במצב שמור,18,1,2,דירה, עיר ימים, נתניה,,1,0,1,1,0,1,1,0,0,1,0,0,"5,200,000 ₪"
337,5,2,127,במצב שמור,9,1,2,דירה, רמת חן ובן ציון, נתניה,,1,0,1,1,1,1,1,0,1,1,1,1,"2,600,000 ₪"
338,5,9,146,חדש,20,1,2,דירה, עיר ימים, נתניה,,1,1,1,0,0,1,1,1,1,1,1,1,"6,000,050 ₪"
339,4.5,9,130,משופץ,11,,2,דירה, צפון מערב מרכז העיר, נתניה,,1,0,1,0,1,0,1,0,1,0,0,0,"3,300,000 ₪"
340,3,1,120,במצב שמור,3,3,ללא,דירה, מרכז העיר דרום, נתניה,,1,1,1,0,1,0,1,0,1,0,1,1,"2,000,000 ₪"
341,6,קרקע,554,משופץ,,3,3,דו משפחתי ,,נתניה,1,1,0,0,,0,0,0,1,1,0,0,0,"8,490,000 ₪"
342,6,4,159,חדש,4,,2,גג/פנטהאוז, רמת חן ובן ציון, נתניה,0,1,1,1,,1,1,1,1,1,1,0,0,"3,850,000 ₪"
343,5,13,165,משופץ,14,2,2,גג/פנטהאוז, נוף הטיילת, נתניה,0,1,0,1,,0,0,1,0,1,0,1,1,לא צוין מחיר
344,2,4,50,חדש,7,1,1,דירה, צפון מזרח מרכז העיר, נתניה,0,1,1,1,,1,0,1,0,0,0,0,0,"1,300,000 ₪"
345,3,6,70,במצב שמור,6,,ללא,דירה, נאות גנים, נתניה,1,1,1,1,,0,0,0,0,0,0,0,0,"1,430,000 ₪"
346,4,3,180,דרוש שיפוץ,3,1,1,דופלקס, נתניה, נתניה,0,1,0,0,,0,0,0,0,0,0,0,0,"1,650,000 ₪"
347,4.5,9,130,משופץ,12,,1,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"3,300,000 ₪"
348,4,4,106,משופץ,12,1,1,דירה, נתניה, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"2,700,000 ₪"
349,4.5,13,115,במצב שמור,15,,2,דירה, גלי הים, נתניה,1,0,0,0,,0,0,0,0,0,0,0,0,"3,180,000 ₪"
350,3,8,59,משופץ,8,,ללא,דירה, נתניה, נתניה,0,1,0,1,,1,1,0,1,0,0,0,0,"1,490,000 ₪"
351,7,15,285,משופץ,30,1,3,גג/פנטהאוז, עיר ימים, נתניה,0,1,0,1,,0,1,1,1,1,0,0,0,"7,950,000 ₪"
352,3,5,90,במצב שמור,7,,1,דירה, מרכז העיר דרום, נתניה,0,1,0,1,,1,0,0,0,0,0,0,0,"2,200,000 ₪"
353,4,14,114,חדש,17,1,1,דירה, רמת חן ובן ציון, נתניה,1,0,0,1,,0,1,1,0,0,0,0,0,"2,450,000 ₪"
354,5,4,118,משופץ,5,1,1,דירה, צפון מערב מרכז העיר, נתניה,1,1,1,1,,1,0,0,1,0,0,0,0,"2,290,000 ₪"
355,4,2,120,משופץ,15,1,2,דירה, נאות גנים, נתניה,0,1,0,1,,1,1,1,1,0,1,0,0,"2,450,000 ₪"
356,3.5,3,84,משופץ,8,,ללא,דירה, קרית נורדאו, נתניה,0,1,0,1,,0,0,0,1,0,0,0,0,"1,795,000 ₪"
357,5,12,120,במצב שמור,15,1,3,דירה, נתניה, נתניה,0,0,0,1,,0,0,1,0,0,0,0,0,"2,650,000 ₪"
